"","study_order","ManiCheck","Exp1_prob_hiring","Exp1_loyalty","Exp1_honesty","Exp2_S1_seen_wrong","Exp2_S1_self_action","Exp2_S1_guide_other","Exp2_S2F_seen_wrong","Exp2_S2F_self_action","Exp2_S2F_guide_other","Exp2_S2M_seen_wrong","Exp2_S2M_self_action","Exp2_S2M_guide_other","MASC_set1","MASC_set2","MASC_set3","BIDR_self_deceptive","BIDR_impre_manage","age","gender","origcount","residence","soc_class","engunder","funnel_pay","assignmentId","hitId","CountryCode","CountryName","condition","Exp2_S2_seen_wrong_T2","Exp2_S2_self_action_T2","Exp2_S2_guide_other_T2"
"817","Exp1First",2,3,1,8,9,5,2,NA,NA,NA,4,4,7,4.375,3.75,3,5,7,4,1,"Turpis felis? Ipsum turpis pellentesque ullamcorper tempora natoque velit vitae. Eu pellentesque dictumst.","Integer, venenatis ullamcorper accumsan felis dictumst eget blandit? Maecenas potenti leo temporibus.",3,3,7,"","","","","Negative",4,4,7
"818","Exp1First",2.66666666666667,8,1,1,9,9,3,NA,NA,NA,5,2,4,4.375,4.41666666666667,3.5,4,6,28,2,"Sodales mattis tempus laoreet accusamus, purus dignissim vestibulum gravida, nulla viverra.","Mauris blandit egestas. Convallis amet phasellus accumsan aliquet magnis! Tempor lacus in interdum tellus? Nibh.",6,6,7,"","","","","Negative",5,2,4
"819","Exp1First",2.5,1,5,7,6,9,9,9,5,2,NA,NA,NA,4.0625,3.25,4,5,4,34,2,"Maecenas odio temporibus quis. Id elit ante nonummy et? Ut vehicula, facilisi enim natoque.","Urna non tempora. Sollicitudin ab integer lacus convallis massa dolorem phasellus consectetuer suscipit erat.",3,7,1,"","","","","Negative",9,5,2
"820","Exp1First",2.66666666666667,9,3,1,8,6,3,7,7,5,NA,NA,NA,4.3125,3.5,2,6,3,72,2,"Ac quis? Nonummy justo imperdiet, donec? Dolorem platea suscipit aliquam? Ligula tempus.","Euismod volutpat? Quam non tempora viverra interdum porttitor morbi, quis nulla.",1,4,2,"","","","","Negative",7,7,5
"821","Exp2First",2.5,5,1,3,8,5,1,5,8,6,NA,NA,NA,4.375,3.66666666666667,4,4,4,55,2,"Elementum platea justo, phasellus auctor, nulla suscipit sollicitudin culpa volutpat. Egestas suspendisse nunc.","Fusce tellus euismod temporibus! Elementum ut, natoque eleifend lectus. Ligula dolor et.",5,4,1,"","","","","Negative",5,8,6
"822","Exp1First",3,3,8,8,2,2,3,7,8,9,NA,NA,NA,4.625,3.25,4,10,7,91,2,"Faucibus facilisis, rhoncus magnis? Sapien sapien imperdiet rutrum eget nec mauris fermentum laoreet.","Metus interdum posuere dictumst. Viverra curabitur purus etiam lacus luctus. Etiam! Per est rhoncus volutpat.",3,6,1,"","","","","Negative",7,8,9
"823","Exp1First",2.66666666666667,6,5,3,9,8,4,NA,NA,NA,2,8,9,4.3125,3.41666666666667,3,11,3,28,2,"Interdum mi ultrices sodales vehicula consectetuer dui? Arcu rhoncus ante. Tempor.","Donec at. Malesuada. Ultricies eleifend curabitur elementum faucibus a. Ultrices vivamus consequat per.",1,5,1,"","","","","Negative",2,8,9
"824","Exp1First",3.16666666666667,7,5,3,5,9,6,8,7,9,NA,NA,NA,3.75,3.25,7,8,7,28,2,"Sollicitudin? Enim volutpat et ut sed! Vel diam blandit turpis. Sem vehicula arcu nonummy.","Dignissim facilisis. Elit consectetuer? Quis interdum molestie, vestibulum odio montes dignissim massa montes dapibus.",2,5,6,"","","","","Negative",8,7,9
"825","Exp2First",2.83333333333333,9,4,4,4,8,2,NA,NA,NA,2,9,4,4.0625,3.75,4,9,4,69,4,"Tempora sollicitudin morbi lectus a ullamcorper eleifend! Iaculis dapibus vitae.","Curabitur laoreet auctor quis sapien? Phasellus curabitur placerat sit, amet placerat ipsum quam. Elit.",2,5,7,"","","","","Negative",2,9,4
"826","Exp2First",2.66666666666667,8,3,4,1,6,1,1,6,5,NA,NA,NA,4,3.5,3,7,5,12,3,"Tempora curabitur? Sodales dapibus, sem orci morbi quis porta? Euismod.","Quis, auctor! Tincidunt purus laoreet dictumst sem urna velit? At! Gravida dapibus sapien.",5,7,7,"","","","","Negative",1,6,5
"827","Exp2First",3.5,4,7,4,2,8,7,NA,NA,NA,3,9,7,4,4.08333333333333,2.5,7,4,36,1,"Eleifend! Auctor eros proin! Ligula. Enim elit convallis suspendisse rhoncus. Non turpis.","Fermentum faucibus neque sollicitudin duis culpa praesent. Venenatis natoque. Facilisis.",1,4,7,"","","","","Negative",3,9,7
"828","Exp1First",3.33333333333333,2,7,8,6,7,2,NA,NA,NA,1,4,2,4.1875,4.58333333333333,5,4,7,32,2,"Leo laoreet malesuada amet! Massa, montes, vehicula morbi sodales leo nec dolorem duis.","Pharetra augue tempus temporibus, ridiculus etiam luctus orci, sit maecenas per euismod. Massa pretium.",2,2,4,"","","","","Negative",1,4,2
"829","Exp1First",4.16666666666667,2,7,7,4,6,8,9,1,6,NA,NA,NA,5.25,3.16666666666667,2.5,5,3,17,3,"Dolorem duis lectus massa. Non nonummy ab placerat pharetra rutrum! Sit.","Lectus porta velit culpa auctor. Fusce tortor accusamus dolor nullam tempor phasellus eu.",5,2,1,"","","","","Negative",9,1,6
"830","Exp2First",3.16666666666667,2,9,6,8,7,3,3,7,4,NA,NA,NA,4.125,3.5,3.5,5,4,63,1,"Placerat interdum ullamcorper ac. Sapien quam metus. Volutpat aenean! Consequat.","Scelerisque accumsan enim culpa! Ac eros lorem eros etiam amet nec accumsan.",6,4,4,"","","","","Negative",3,7,4
"831","Exp2First",2.83333333333333,1,7,7,4,8,6,NA,NA,NA,3,7,5,4.125,3.83333333333333,2.5,5,6,89,1,"Venenatis interdum iaculis tortor et ullamcorper integer tellus nonummy cras etiam a, elementum malesuada ullamcorper.","Accusamus diam cras pede? Enim pede iaculis, dapibus urna. Placerat.",6,4,6,"","","","","Negative",3,7,5
"832","Exp2First",2.83333333333333,3,9,5,8,3,5,NA,NA,NA,1,8,6,3.5,3.58333333333333,6,8,4,87,2,"Velit? Facilisis suspendisse porttitor duis orci vitae sed tortor sed elementum.","Tempora interdum. Proin praesent praesent morbi? Leo primis cras duis vitae tempor.",2,1,6,"","","","","Negative",1,8,6
"833","Exp1First",2.66666666666667,4,5,9,3,7,6,NA,NA,NA,1,6,7,4.375,4.16666666666667,4,1,6,90,1,"Quis eget elementum wisi. Et commodo nullam? Aliquet, tortor lorem.","Ante porta platea tempor pellentesque gravida primis suscipit volutpat cursus tempus molestie pede morbi potenti.",2,6,4,"","","","","Negative",1,6,7
"834","Exp1First",3.16666666666667,6,8,7,2,2,4,NA,NA,NA,2,3,8,4.1875,3.91666666666667,3,8,7,37,3,"Pellentesque dolorem aenean metus, ab. Tellus fusce laoreet! Suscipit. Enim natoque.","Diam. Quam! Temporibus euismod nec viverra, bibendum sollicitudin. Platea. Pellentesque turpis.",6,6,2,"","","","","Negative",2,3,8
"835","Exp2First",3.16666666666667,3,4,9,7,8,2,NA,NA,NA,8,8,2,3.6875,3.75,3.5,8,9,64,2,"Blandit pellentesque eu. Maecenas justo vivamus. Sagittis gravida orci consequat facilisis.","Porttitor in. Pretium accumsan odio dapibus ligula, vivamus ut tellus tortor.",5,7,3,"","","","","Negative",8,8,2
"836","Exp2First",3.16666666666667,3,7,2,7,9,7,NA,NA,NA,7,5,4,4.625,2.91666666666667,4,2,9,86,3,"Tincidunt. Elementum laoreet pretium! Natoque pretium fringilla sed curabitur leo ullamcorper diam, dictumst eleifend.","Cursus fermentum! Ab amet urna erat proin gravida. Sodales convallis interdum duis gravida justo. Ligula.",2,3,3,"","","","","Negative",7,5,4
"837","Exp2First",2,9,8,3,8,2,2,8,3,3,NA,NA,NA,4.8125,4.5,4.5,4,7,73,2,"Eget iaculis vivamus eu turpis eu dignissim magna ante laoreet.","Dolor sagittis porttitor per phasellus primis, metus? Dolor egestas ab ultrices.",5,6,2,"","","","","Negative",8,3,3
"838","Exp1First",3.16666666666667,5,4,4,7,2,4,9,9,1,NA,NA,NA,3.125,4.58333333333333,4,5,3,36,4,"Sem? Accumsan commodo. Potenti felis montes lorem vivamus. Vitae culpa vitae, euismod tempora.","Pretium risus bibendum lectus elit sollicitudin sagittis? Pede wisi! Quam platea urna.",1,2,3,"","","","","Negative",9,9,1
"839","Exp1First",3.33333333333333,9,2,1,1,9,8,NA,NA,NA,9,6,4,4,3.16666666666667,1.5,9,9,89,4,"Metus. Culpa dictumst, elementum? Vehicula facilisi porta. Fermentum platea facilisis! Quis in aliquet blandit! Ac.","Leo nec leo sed facilisi, velit! Pellentesque. Maecenas rutrum facilisi? Et mi felis neque.",2,6,7,"","","","","Negative",9,6,4
"840","Exp1First",3.66666666666667,4,5,5,3,5,3,NA,NA,NA,2,1,9,4,3.83333333333333,5,3,5,48,3,"Leo tempus at elit arcu. Volutpat cras ut facilisis fringilla! Euismod vulputate.","Integer diam tincidunt neque. Morbi, sodales placerat? Ligula lectus, urna mi! Consequat.",3,2,6,"","","","","Negative",2,1,9
"841","Exp1First",2.83333333333333,9,3,9,7,4,7,NA,NA,NA,3,1,7,4.75,3.5,5.5,4,4,14,1,"Dignissim ipsum sit! Orci accumsan! Vitae? Proin maecenas magna. Pharetra accusamus eleifend potenti vulputate.","Sagittis dolorem lacus morbi pretium dui etiam dolor iaculis, erat vehicula euismod pretium.",1,2,4,"","","","","Negative",3,1,7
"842","Exp1First",3.5,7,8,1,7,5,1,NA,NA,NA,5,3,1,4.4375,3.41666666666667,6.5,9,6,81,1,"Velit ridiculus ultrices vitae tempor cras? Justo, a pellentesque. Dignissim.","Ipsum? Diam cras fringilla tempor rutrum mauris quam dignissim! Integer.",1,2,7,"","","","","Negative",5,3,1
"843","Exp2First",3.5,4,3,7,1,6,4,NA,NA,NA,8,5,9,4.3125,3.41666666666667,3,5,6,53,2,"Morbi convallis? Diam. Wisi at dolor ac etiam! Viverra natoque ante facilisi faucibus platea tortor.","Commodo interdum! Commodo, nec? Ab. Augue cras leo tellus tempor.",4,3,4,"","","","","Negative",8,5,9
"844","Exp1First",4,4,8,6,3,9,2,NA,NA,NA,3,8,5,4.125,3.25,6.5,5,4,47,2,"Enim accusamus urna elementum nunc facilisis, aliquet justo suspendisse magnis.","Atque! Proin ipsum ligula? Elit egestas id consequat quam vestibulum ultrices est.",4,5,7,"","","","","Negative",3,8,5
"845","Exp2First",2.5,8,5,5,6,3,9,NA,NA,NA,9,1,1,4.0625,3.25,4,6,9,45,2,"Ullamcorper arcu justo iaculis, tortor tortor convallis nulla donec diam. Sem in! Orci lorem.","Facilisis consequat dolorem temporibus ultricies tellus integer tincidunt metus venenatis pharetra etiam. Augue.",2,5,2,"","","","","Negative",9,1,1
"846","Exp1First",2.33333333333333,1,1,3,7,9,9,5,9,8,NA,NA,NA,3.6875,3.66666666666667,4.5,6,5,84,2,"Elit molestie maecenas suscipit integer tempor dictumst amet auctor, malesuada phasellus pharetra etiam justo arcu.","Eu accumsan ultrices nibh diam pretium cras malesuada, dui risus per, odio orci! Sagittis nibh.",4,5,4,"","","","","Negative",5,9,8
"847","Exp1First",2.5,8,4,8,4,1,7,NA,NA,NA,1,4,6,3.9375,3,3.5,6,7,67,4,"Fusce eros leo! Aenean! Sem molestie convallis a gravida pede morbi vel proin non.","Viverra ullamcorper felis? Et, ligula sodales nibh nibh? Sed! Felis eget, augue consectetuer dignissim sodales.",1,2,2,"","","","","Negative",1,4,6
"848","Exp1First",2.66666666666667,3,9,9,9,9,4,6,3,2,NA,NA,NA,4.4375,3.66666666666667,4,7,3,40,1,"Duis? Viverra. Ab. Est vivamus cursus consectetuer faucibus eleifend dapibus.","Diam, et eros. Nonummy. A arcu. Pellentesque nonummy felis vestibulum justo dapibus purus.",3,1,4,"","","","","Negative",6,3,2
"849","Exp1First",3.83333333333333,3,3,7,9,9,6,6,7,8,NA,NA,NA,4.25,4.08333333333333,2.5,4,8,63,3,"Egestas rhoncus euismod quam commodo. Bibendum tortor nibh nulla faucibus.","Fringilla in ullamcorper volutpat fusce culpa egestas pede sodales ligula.",3,4,5,"","","","","Negative",6,7,8
"850","Exp1First",2,5,9,3,3,7,9,NA,NA,NA,7,6,9,4.8125,3.25,4.5,8,6,15,4,"Sollicitudin id ultricies diam per elit nullam ridiculus tempora sed imperdiet purus. Ridiculus.","Nibh pretium primis nec nunc est interdum sodales commodo per lacus primis ante maecenas.",2,1,5,"","","","","Negative",7,6,9
"851","Exp1First",2.83333333333333,9,9,5,1,3,1,1,5,7,NA,NA,NA,4.1875,4.25,5,6,4,10,4,"Ab eget rhoncus. Morbi wisi primis egestas facilisi! Atque cursus.","Tincidunt, gravida a at aliquet amet? Placerat, imperdiet nec eu.",1,2,5,"","","","","Negative",1,5,7
"852","Exp2First",3,9,6,6,1,4,9,4,9,2,NA,NA,NA,4.3125,3.33333333333333,3.5,3,5,10,3,"Donec? Wisi eu. Tempora. Auctor fusce sollicitudin faucibus platea ullamcorper.","Accumsan fermentum. Praesent. Fusce vel leo rhoncus praesent? Ridiculus blandit! Sagittis non! Est.",5,1,4,"","","","","Negative",4,9,2
"853","Exp1First",3.5,2,9,3,4,3,5,3,9,2,NA,NA,NA,4.1875,4.25,2,6,5,81,4,"Potenti eget, purus atque mi ut dui accusamus? Enim pellentesque.","Dolor sem volutpat porttitor vestibulum arcu id ac nonummy pede? Mi.",1,3,7,"","","","","Negative",3,9,2
"854","Exp2First",2.5,8,2,4,6,8,2,8,6,6,NA,NA,NA,4.0625,3.91666666666667,5,10,5,53,2,"Fermentum iaculis? Nulla ut consequat faucibus suspendisse, eu. Ipsum tempor convallis, curabitur vestibulum? Consequat cras.","Suspendisse integer purus elit porta. Consectetuer gravida. Malesuada dolorem, pellentesque. Laoreet phasellus molestie.",3,3,4,"","","","","Negative",8,6,6
"855","Exp1First",2.5,8,3,1,1,4,6,4,1,7,NA,NA,NA,4.625,3.08333333333333,6,4,8,3,3,"Phasellus phasellus. Quam diam laoreet consectetuer, nulla tempor sit lorem mattis! Ullamcorper amet tellus consectetuer.","Non. Platea eleifend culpa viverra facilisis turpis. Eleifend! Eget? Leo accumsan, porta nunc volutpat.",2,3,2,"","","","","Negative",4,1,7
"856","Exp2First",2.83333333333333,2,4,3,6,5,7,NA,NA,NA,9,7,8,4.625,4,2.5,5,4,75,1,"Ultricies atque nunc temporibus volutpat enim porttitor id! Curabitur nonummy mauris, facilisis imperdiet volutpat.","Sit. Tellus pharetra mattis augue facilisis? Nec, etiam est sagittis potenti. Bibendum mauris venenatis.",2,5,1,"","","","","Negative",9,7,8
"857","Exp1First",3.5,1,4,4,2,6,7,1,6,7,NA,NA,NA,4.125,3,4.5,5,7,26,2,"Quis? Euismod tempora rutrum rhoncus facilisis tortor erat duis consectetuer tellus lacus.","Culpa. Pede suscipit tempor molestie velit consectetuer. Interdum facilisi egestas, curabitur porttitor nec.",6,1,6,"","","","","Negative",1,6,7
"858","Exp1First",3.5,7,3,2,4,1,2,3,8,9,NA,NA,NA,4.9375,4.66666666666667,4.5,7,5,42,2,"Porta purus imperdiet ac in. Amet, rhoncus malesuada est vivamus.","Vel tincidunt, et. Pharetra natoque integer aliquet. Culpa erat tellus tempus amet metus luctus laoreet.",3,3,3,"","","","","Negative",3,8,9
"859","Exp1First",2.83333333333333,9,8,3,9,6,9,NA,NA,NA,3,6,8,4.8125,3.5,3,6,5,61,1,"Magnis. Dapibus curabitur bibendum vehicula ac lectus rhoncus turpis platea pharetra eu integer in risus.","Wisi gravida sem vehicula sem montes pede cursus aliquet egestas, sagittis placerat.",6,2,6,"","","","","Negative",3,6,8
"860","Exp1First",2.33333333333333,4,8,1,7,8,9,NA,NA,NA,6,1,9,4.125,3.91666666666667,1.5,5,9,73,3,"Fusce blandit? Etiam wisi, nunc ipsum turpis suspendisse interdum? Urna.","Culpa pretium. Consequat gravida lacus sit neque pretium vehicula purus.",1,3,5,"","","","","Negative",6,1,9
"861","Exp1First",2.5,9,4,9,2,7,1,6,8,8,NA,NA,NA,4.5,4.25,5,8,6,97,1,"Orci luctus nonummy. Convallis pretium tempor lacus magna temporibus amet fermentum enim magna tempora justo.","Sollicitudin erat. Leo facilisi massa, fringilla sapien primis risus venenatis aliquam wisi luctus.",1,7,7,"","","","","Negative",6,8,8
"862","Exp2First",2.83333333333333,6,4,9,7,7,4,NA,NA,NA,2,4,9,4.6875,3.5,5,3,6,81,3,"Sapien curabitur at! Posuere gravida ab. Ultrices ridiculus ultricies in.","Scelerisque neque aliquam elementum leo. Iaculis aliquet wisi vel! In cursus. Egestas.",6,3,7,"","","","","Negative",2,4,9
"863","Exp2First",3.33333333333333,9,5,7,7,6,9,4,7,4,NA,NA,NA,4.4375,2.83333333333333,2.5,6,6,37,4,"Cursus vitae sagittis eu orci magna. Porttitor? Facilisis vulputate vel scelerisque tempor vulputate.","Dui fringilla nunc accusamus porttitor consectetuer tempus, cras. Commodo odio natoque eros purus ante tellus.",1,6,3,"","","","","Negative",4,7,4
"864","Exp1First",3.5,5,9,2,8,8,6,NA,NA,NA,8,1,3,4.8125,3.91666666666667,2,6,5,97,3,"Porta elementum donec neque duis tempora? Ultricies. Tellus accumsan? Quam auctor a non malesuada! Non.","Sodales orci montes facilisis integer. Fusce quam fermentum? Rutrum. Porta.",3,7,6,"","","","","Negative",8,1,3
"865","Exp1First",2.16666666666667,8,6,8,9,1,6,NA,NA,NA,3,7,5,4.1875,4,4,4,7,29,1,"Fringilla, nibh sollicitudin suscipit porttitor enim tempus? Diam accusamus sagittis felis rutrum nec metus.","Velit? Ridiculus nec ut platea sollicitudin platea nunc nonummy interdum magnis montes duis commodo natoque.",2,3,4,"","","","","Negative",3,7,5
"866","Exp2First",3.66666666666667,4,8,1,9,1,3,NA,NA,NA,9,9,4,4.375,2.75,4,6,3,100,2,"Facilisis eget est justo dolorem lectus tincidunt commodo! Pellentesque! Commodo phasellus. Cras. Pretium.","Quam porta quam rhoncus pellentesque potenti et dignissim lorem, enim accusamus imperdiet nullam viverra.",4,3,1,"","","","","Negative",9,9,4
"867","Exp1First",3.33333333333333,8,1,8,8,3,2,NA,NA,NA,3,6,4,4.875,3.41666666666667,3.5,7,4,74,1,"Blandit praesent magna dolorem accusamus. Nullam iaculis massa. Eget dui etiam dolor montes vestibulum tempora.","Tempus. Primis lorem faucibus vulputate leo, nunc? Ridiculus. Ante. Per.",2,5,7,"","","","","Negative",3,6,4
"868","Exp1First",3.5,2,7,4,6,2,8,NA,NA,NA,9,9,5,4.125,3.5,3.5,6,7,27,4,"Imperdiet mi tempora nonummy phasellus. Cras imperdiet? Nunc, accumsan ut turpis.","Rhoncus pede. Sit suscipit mattis per! Consectetuer suscipit dapibus aliquet.",6,7,4,"","","","","Negative",9,9,5
"869","Exp2First",4,3,1,9,2,3,9,NA,NA,NA,6,1,4,3.9375,4,6,4,6,77,2,"Magnis malesuada sagittis placerat, per ligula malesuada blandit risus! Integer ultricies.","Ultricies ultricies tempor tortor at dolor a fringilla enim rutrum malesuada quis! Dignissim, lacus est.",6,5,6,"","","","","Negative",6,1,4
"870","Exp1First",2.5,7,3,8,1,7,2,NA,NA,NA,2,5,5,3.4375,3.41666666666667,5,10,4,31,4,"Et tortor purus convallis accumsan? Temporibus quis nonummy ut quam.","Risus faucibus, luctus molestie pharetra fringilla? Pharetra tortor. Quis turpis rhoncus.",4,7,2,"","","","","Negative",2,5,5
"871","Exp1First",2.66666666666667,6,9,1,1,6,5,4,3,3,NA,NA,NA,4.4375,3.41666666666667,5.5,10,2,11,1,"Ac vel pede? Ridiculus eros! Suscipit? Pede per cras ut. Platea atque.","Auctor primis vestibulum leo blandit consequat nulla nonummy aliquam consectetuer! Nunc ut pharetra? Wisi.",3,7,7,"","","","","Negative",4,3,3
"872","Exp1First",3.5,7,7,4,6,4,9,NA,NA,NA,9,9,9,4.0625,4.16666666666667,4.5,4,6,85,2,"Maecenas sem vitae amet vel aliquet dapibus sodales ligula id fusce dolor mi nunc.","Placerat diam leo? Maecenas leo quam dictumst. Suscipit wisi justo. Mauris.",2,3,3,"","","","","Negative",9,9,9
"873","Exp1First",3,5,5,3,4,1,1,NA,NA,NA,3,7,4,4.375,4.25,2,7,4,19,1,"Mauris sodales luctus dolorem sodales. Euismod vestibulum porta cursus. Cras.","Potenti aliquam urna platea diam consectetuer sagittis blandit. Accumsan velit.",2,3,1,"","","","","Negative",3,7,4
"874","Exp1First",3.5,8,3,1,2,1,7,2,9,1,NA,NA,NA,3.9375,3.08333333333333,4.5,3,8,71,2,"Venenatis ut mattis dignissim! Pede neque tortor volutpat ultrices fusce ridiculus vivamus per et ligula.","Praesent atque sollicitudin! Convallis cursus sodales! Nunc nibh non euismod.",4,1,4,"","","","","Negative",2,9,1
"875","Exp2First",3,3,2,4,6,4,4,2,3,4,NA,NA,NA,4.0625,4.16666666666667,5,6,11,44,1,"Imperdiet pharetra enim suspendisse magnis nonummy vel vitae faucibus in.","At ullamcorper! Scelerisque. Mattis dolor! Etiam. Imperdiet. Tincidunt diam lorem scelerisque.",1,1,1,"","","","","Negative",2,3,4
"876","Exp1First",2.83333333333333,1,9,8,2,4,5,1,9,4,NA,NA,NA,4.625,2.91666666666667,4.5,9,10,45,2,"Rutrum. Blandit eu. Primis fringilla, in. Facilisi integer ab dapibus ligula posuere? Malesuada aliquam montes.","Et sagittis! Elit scelerisque at. Risus tempus, fusce enim morbi.",4,3,4,"","","","","Negative",1,9,4
"877","Exp2First",2.33333333333333,3,9,2,1,8,6,7,3,2,NA,NA,NA,4.4375,4.33333333333333,2.5,9,9,42,1,"Tincidunt interdum ultrices. Consequat facilisi in tempus facilisis! Fusce wisi.","Volutpat arcu? Lectus lorem nonummy ut suspendisse scelerisque tempor? Dictumst quis natoque, elementum felis.",1,4,4,"","","","","Negative",7,3,2
"878","Exp1First",2.5,8,4,7,9,6,4,3,1,2,NA,NA,NA,3.9375,3.58333333333333,2,5,2,62,4,"Luctus viverra sagittis. Id viverra risus. Cursus nec magna. Imperdiet sit lacus placerat volutpat pede.","Neque justo vehicula laoreet. Cras tempus velit, ut scelerisque scelerisque et.",5,5,4,"","","","","Negative",3,1,2
"879","Exp1First",2.33333333333333,9,9,9,4,9,7,NA,NA,NA,6,9,7,4.4375,4.41666666666667,6.5,6,5,7,1,"Augue dignissim. Ab felis. Ante ullamcorper, scelerisque aliquam est culpa quis volutpat? Lorem.","Pharetra quam etiam, montes tempus lectus est mi culpa lacus pellentesque ullamcorper dui.",1,4,2,"","","","","Negative",6,9,7
"880","Exp2First",4.16666666666667,2,2,6,9,4,8,5,6,3,NA,NA,NA,4.1875,3.16666666666667,3.5,7,2,98,1,"Magnis in molestie volutpat imperdiet nullam! Atque non? Pede per.","Ullamcorper suscipit felis cursus, tempora! Morbi vivamus. Ultricies urna laoreet, gravida nibh id! Lacus ante.",1,4,1,"","","","","Negative",5,6,3
"881","Exp2First",3.16666666666667,1,8,1,9,1,6,4,5,8,NA,NA,NA,4.0625,3.83333333333333,3.5,7,4,36,1,"Per venenatis per dignissim molestie ac! Et primis malesuada, volutpat nunc.","Cursus. Velit, dolorem iaculis etiam magnis etiam consectetuer. Volutpat suspendisse.",5,3,2,"","","","","Negative",4,5,8
"882","Exp2First",2.83333333333333,4,7,6,5,5,9,NA,NA,NA,3,9,2,4.5,4.16666666666667,4.5,5,3,63,1,"Pharetra platea? In vestibulum consectetuer. Justo. Vivamus. Elit vel erat convallis pretium sodales.","Iaculis. Sit accusamus in magna sagittis dictumst dui morbi, vivamus sed sollicitudin.",5,1,1,"","","","","Negative",3,9,2
"883","Exp1First",2,4,3,7,2,9,4,6,1,4,NA,NA,NA,4.25,4,3,8,7,19,1,"Leo rhoncus. Eros sodales. Suspendisse nibh. Morbi ab. Bibendum temporibus velit velit lectus.","Quis vehicula ipsum sed odio pharetra metus, odio etiam phasellus? A porttitor.",3,7,3,"","","","","Negative",6,1,4
"884","Exp2First",2.66666666666667,7,2,9,7,3,8,NA,NA,NA,7,9,1,4,4.16666666666667,4,8,6,79,4,"Dictumst interdum! Leo primis accusamus augue mauris, volutpat! Id scelerisque. Lorem.","Vel? Fringilla venenatis atque vitae nibh? Justo malesuada montes montes. Blandit? Proin dapibus vitae gravida.",6,3,1,"","","","","Negative",7,9,1
"885","Exp2First",2.5,4,8,3,6,5,3,8,6,9,NA,NA,NA,3.9375,3,1,6,4,77,4,"Metus donec tempor mattis! Faucibus pretium turpis atque ipsum ridiculus iaculis.","Morbi rutrum! Justo. Aliquam? Elementum aliquet commodo. Nullam? Dapibus quam lorem dictumst ullamcorper. Dolorem.",6,4,1,"","","","","Negative",8,6,9
